Date,AAPL-US,ABBV-US,ABT-US,ACN-US,ADBE-US,AIG-US,AMD-US,AMGN-US,AMT-US,AMZN-US,AVGO-US,AXP-US,BA-US,BAC-US,BK-US,BKNG-US,BLK-US,BMY-US,BRK.B-US,C-US,CAT-US,CL-US,CMCSA-US,COF-US,COP-US,COST-US,CRM-US,CSCO-US,CVS-US,CVX-US,DE-US,DHR-US,DIS-US,DUK-US,EMR-US,FDX-US,GD-US,GE-US,GILD-US,GM-US,GOOG-US,GOOGL-US,GS-US,HD-US,HON-US,IBM-US,INTC-US,INTU-US,ISRG-US,JNJ-US,JPM-US,KO-US,LIN-US,LLY-US,LMT-US,LOW-US,MA-US,MCD-US,MDLZ-US,MDT-US,MET-US,META-US,MMM-US,MO-US,MRK-US,MS-US,MSFT-US,NEE-US,NFLX-US,NKE-US,NOW-US,NVDA-US,ORCL-US,PEP-US,PFE-US,PG-US,PLTR-US,PM-US,PYPL-US,QCOM-US,RTX-US,SBUX-US,SCHW-US,SO-US,SPG-US,T-US,TGT-US,TMO-US,TMUS-US,TSLA-US,TXN-US,UBER-US,UNH-US,UNP-US,UPS-US,USB-US,V-US,VZ-US,WFC-US,WMT-US,XOM-US
2024-09-27,1.0005829789020712e-18,0.022404506856651397,0.008961033027067036,5.440326710915959e-19,0.0,4.279887065581642e-19,0.0,0.026608199807669052,1.7898842100141148e-19,0.03155551275038209,2.907967700389793e-19,8.663487957427366e-20,0.0,9.84489803663832e-19,0.0,7.710375009557484e-19,1.5206886094522232e-18,0.03665489701688484,0.015443066237769431,3.6107355448466697e-19,3.394325488778736e-18,0.0578904948929574,0.014179545328974079,0.0,0.0,0.030198456712309626,1.7898842100141163e-19,0.016070991262530004,4.962156523970026e-18,4.152836631089422e-19,4.999869578343723e-19,0.004206819552957766,2.4587707365808213e-19,0.006805960533179044,0.0,3.8227632834244376e-19,0.0,6.702675304089059e-19,0.06483254877389565,0.0,0.009113493435860587,0.007383170206270399,1.3266911143545693e-18,2.1199575576791011e-19,0.0,0.00441915099183003,2.4926520544709933e-19,4.457768492100971e-19,1.446149710093845e-18,0.04970759825230006,1.645619107216693e-19,4.7704895589362195e-18,0.0,0.0306348426846592,0.01507012989370994,3.329875407367199e-20,0.0,0.017492288121422804,0.028018435201173652,1.1122578522106745e-19,6.050190432939055e-19,0.007604625669638725,5.5855727731491914e-18,0.025936125622630698,0.07535597392751106,4.525531127881315e-19,0.013411679883677833,7.396968311477467e-19,4.077854127036537e-18,2.8314652333727134e-19,0.0,4.999869578343723e-19,0.026119145808647604,0.026578561108320294,0.03140174203059537,0.04163496367542491,,5.637851296924623e-18,0.0,0.0,,2.4587707365808213e-19,0.0,3.847461165383367e-18,0.0,0.02706065088991913,3.06033255047044e-18,0.017530534406437218,0.03051609685760548,0.0,0.010672551477448534,2.5942960081415093e-19,1.8576468457944588e-19,1.5545699273423952e-18,0.016858317820489487,3.9201034528032845e-20,1.225659186717626e-18,0.0751490305715556,4.965988260453551e-19,0.06857626704869098,0.007942591660952916
2024-10-04,1.0005829789020712e-18,0.022404506856651397,0.008961033027067036,5.440326710915959e-19,0.0,4.279887065581642e-19,0.0,0.026608199807669052,1.7898842100141148e-19,0.03155551275038209,2.907967700389793e-19,8.663487957427366e-20,0.0,9.84489803663832e-19,0.0,7.710375009557484e-19,1.5206886094522232e-18,0.03665489701688484,0.015443066237769431,3.6107355448466697e-19,3.394325488778736e-18,0.0578904948929574,0.014179545328974079,0.0,0.0,0.030198456712309626,1.7898842100141163e-19,0.016070991262530004,4.962156523970026e-18,4.152836631089422e-19,4.999869578343723e-19,0.004206819552957766,2.4587707365808213e-19,0.006805960533179044,0.0,3.8227632834244376e-19,0.0,6.702675304089059e-19,0.06483254877389565,0.0,0.009113493435860587,0.007383170206270399,1.3266911143545693e-18,2.1199575576791011e-19,0.0,0.00441915099183003,2.4926520544709933e-19,4.457768492100971e-19,1.446149710093845e-18,0.04970759825230006,1.645619107216693e-19,4.7704895589362195e-18,0.0,0.0306348426846592,0.01507012989370994,3.329875407367199e-20,0.0,0.017492288121422804,0.028018435201173652,1.1122578522106745e-19,6.050190432939055e-19,0.007604625669638725,5.5855727731491914e-18,0.025936125622630698,0.07535597392751106,4.525531127881315e-19,0.013411679883677833,7.396968311477467e-19,4.077854127036537e-18,2.8314652333727134e-19,0.0,4.999869578343723e-19,0.026119145808647604,0.026578561108320294,0.03140174203059537,0.04163496367542491,,5.637851296924623e-18,0.0,0.0,,2.4587707365808213e-19,0.0,3.847461165383367e-18,0.0,0.02706065088991913,3.06033255047044e-18,0.017530534406437218,0.03051609685760548,0.0,0.010672551477448534,2.5942960081415093e-19,1.8576468457944588e-19,1.5545699273423952e-18,0.016858317820489487,3.9201034528032845e-20,1.225659186717626e-18,0.0751490305715556,4.965988260453551e-19,0.06857626704869098,0.007942591660952916
2024-10-11,1.0005829789020712e-18,0.022404506856651397,0.008961033027067036,5.440326710915959e-19,0.0,4.279887065581642e-19,0.0,0.026608199807669052,1.7898842100141148e-19,0.03155551275038209,2.907967700389793e-19,8.663487957427366e-20,0.0,9.84489803663832e-19,0.0,7.710375009557484e-19,1.5206886094522232e-18,0.03665489701688484,0.015443066237769431,3.6107355448466697e-19,3.394325488778736e-18,0.0578904948929574,0.014179545328974079,0.0,0.0,0.030198456712309626,1.7898842100141163e-19,0.016070991262530004,4.962156523970026e-18,4.152836631089422e-19,4.999869578343723e-19,0.004206819552957766,2.4587707365808213e-19,0.006805960533179044,0.0,3.8227632834244376e-19,0.0,6.702675304089059e-19,0.06483254877389565,0.0,0.009113493435860587,0.007383170206270399,1.3266911143545693e-18,2.1199575576791011e-19,0.0,0.00441915099183003,2.4926520544709933e-19,4.457768492100971e-19,1.446149710093845e-18,0.04970759825230006,1.645619107216693e-19,4.7704895589362195e-18,0.0,0.0306348426846592,0.01507012989370994,3.329875407367199e-20,0.0,0.017492288121422804,0.028018435201173652,1.1122578522106745e-19,6.050190432939055e-19,0.007604625669638725,5.5855727731491914e-18,0.025936125622630698,0.07535597392751106,4.525531127881315e-19,0.013411679883677833,7.396968311477467e-19,4.077854127036537e-18,2.8314652333727134e-19,0.0,4.999869578343723e-19,0.026119145808647604,0.026578561108320294,0.03140174203059537,0.04163496367542491,,5.637851296924623e-18,0.0,0.0,,2.4587707365808213e-19,0.0,3.847461165383367e-18,0.0,0.02706065088991913,3.06033255047044e-18,0.017530534406437218,0.03051609685760548,0.0,0.010672551477448534,2.5942960081415093e-19,1.8576468457944588e-19,1.5545699273423952e-18,0.016858317820489487,3.9201034528032845e-20,1.225659186717626e-18,0.0751490305715556,4.965988260453551e-19,0.06857626704869098,0.007942591660952916
2024-10-18,1.0005829789020712e-18,0.022404506856651397,0.008961033027067036,5.440326710915959e-19,0.0,4.279887065581642e-19,0.0,0.026608199807669052,1.7898842100141148e-19,0.03155551275038209,2.907967700389793e-19,8.663487957427366e-20,0.0,9.84489803663832e-19,0.0,7.710375009557484e-19,1.5206886094522232e-18,0.03665489701688484,0.015443066237769431,3.6107355448466697e-19,3.394325488778736e-18,0.0578904948929574,0.014179545328974079,0.0,0.0,0.030198456712309626,1.7898842100141163e-19,0.016070991262530004,4.962156523970026e-18,4.152836631089422e-19,4.999869578343723e-19,0.004206819552957766,2.4587707365808213e-19,0.006805960533179044,0.0,3.8227632834244376e-19,0.0,6.702675304089059e-19,0.06483254877389565,0.0,0.009113493435860587,0.007383170206270399,1.3266911143545693e-18,2.1199575576791011e-19,0.0,0.00441915099183003,2.4926520544709933e-19,4.457768492100971e-19,1.446149710093845e-18,0.04970759825230006,1.645619107216693e-19,4.7704895589362195e-18,0.0,0.0306348426846592,0.01507012989370994,3.329875407367199e-20,0.0,0.017492288121422804,0.028018435201173652,1.1122578522106745e-19,6.050190432939055e-19,0.007604625669638725,5.5855727731491914e-18,0.025936125622630698,0.07535597392751106,4.525531127881315e-19,0.013411679883677833,7.396968311477467e-19,4.077854127036537e-18,2.8314652333727134e-19,0.0,4.999869578343723e-19,0.026119145808647604,0.026578561108320294,0.03140174203059537,0.04163496367542491,,5.637851296924623e-18,0.0,0.0,,2.4587707365808213e-19,0.0,3.847461165383367e-18,0.0,0.02706065088991913,3.06033255047044e-18,0.017530534406437218,0.03051609685760548,0.0,0.010672551477448534,2.5942960081415093e-19,1.8576468457944588e-19,1.5545699273423952e-18,0.016858317820489487,3.9201034528032845e-20,1.225659186717626e-18,0.0751490305715556,4.965988260453551e-19,0.06857626704869098,0.007942591660952916
2024-10-25,1.0209299951497603e-18,0.02269904207900271,0.008492937019928976,0.0,0.0,5.133822024438898e-19,0.0,0.026980963389015008,0.0,0.0314266309247392,0.0,7.3971505666133245e-19,7.464913202393669e-19,0.0,4.2631286617724132e-19,0.0,3.504507160259483e-19,0.03717582304405112,0.015335124196807848,3.619383621859145e-19,1.117547814412486e-06,0.05754105718027875,0.013712682348396777,1.3241677902667998e-18,0.0,0.029837724191278666,0.0,0.016290794076420034,0.0,0.0,3.589210454984913e-19,0.004260977263635852,0.0,0.0062004643253212016,0.0,0.0,0.0,0.0,0.06500341086695768,2.002164963171834e-18,0.008986050059419508,0.007313905837184125,0.0,1.315454005327448e-19,0.0,0.004334496110504868,0.0,1.196869392711846e-19,1.8273819246959677e-19,0.04993566144029463,0.0,4.9873299934333204e-18,0.0,0.031937973556044524,0.0148556309590085,1.285280838453216e-19,0.0,0.01697261330820762,0.028556325929337663,1.310615263110731e-18,0.0,0.008700241534301146,2.7149958896583607e-18,0.026249441736236667,0.07578377031340428,1.027462803260986e-19,0.01315733402751282,0.0,7.058337387711605e-19,0.0,0.0,1.6203858663389962e-19,0.025137434902487463,0.026180157117377274,0.03133272952047811,0.04133436285027522,,2.2768245622195593e-18,3.656973090765257e-19,0.0,,0.0,0.0,0.0,1.4609242647601809e-18,0.027267936624413604,0.0,0.0174690795838009,0.030080749912931824,1.6416300881866179e-18,0.011126934762568848,4.042900095486295e-19,0.0,0.0,0.01606404074227075,3.517739668188629e-19,1.332394664272534e-19,0.07546566609825113,8.566056033824259e-19,0.06831191473560487,0.008486799884435492
2024-11-01,1.0209299951497603e-18,0.02269904207900271,0.008492937019928976,0.0,0.0,5.133822024438898e-19,0.0,0.026980963389015008,0.0,0.0314266309247392,0.0,7.3971505666133245e-19,7.464913202393669e-19,0.0,4.2631286617724132e-19,0.0,3.504507160259483e-19,0.03717582304405112,0.015335124196807848,3.619383621859145e-19,1.117547814412486e-06,0.05754105718027875,0.013712682348396777,1.3241677902667998e-18,0.0,0.029837724191278666,0.0,0.016290794076420034,0.0,0.0,3.589210454984913e-19,0.004260977263635852,0.0,0.0062004643253212016,0.0,0.0,0.0,0.0,0.06500341086695768,2.002164963171834e-18,0.008986050059419508,0.007313905837184125,0.0,1.315454005327448e-19,0.0,0.004334496110504868,0.0,1.196869392711846e-19,1.8273819246959677e-19,0.04993566144029463,0.0,4.9873299934333204e-18,0.0,0.031937973556044524,0.0148556309590085,1.285280838453216e-19,0.0,0.01697261330820762,0.028556325929337663,1.310615263110731e-18,0.0,0.008700241534301146,2.7149958896583607e-18,0.026249441736236667,0.07578377031340428,1.027462803260986e-19,0.01315733402751282,0.0,7.058337387711605e-19,0.0,0.0,1.6203858663389962e-19,0.025137434902487463,0.026180157117377274,0.03133272952047811,0.04133436285027522,,2.2768245622195593e-18,3.656973090765257e-19,0.0,,0.0,0.0,0.0,1.4609242647601809e-18,0.027267936624413604,0.0,0.0174690795838009,0.030080749912931824,1.6416300881866179e-18,0.011126934762568848,4.042900095486295e-19,0.0,0.0,0.01606404074227075,3.517739668188629e-19,1.332394664272534e-19,0.07546566609825113,8.566056033824259e-19,0.06831191473560487,0.008486799884435492
2024-11-08,1.0209299951497603e-18,0.02269904207900271,0.008492937019928976,0.0,0.0,5.133822024438898e-19,0.0,0.026980963389015008,0.0,0.0314266309247392,0.0,7.3971505666133245e-19,7.464913202393669e-19,0.0,4.2631286617724132e-19,0.0,3.504507160259483e-19,0.03717582304405112,0.015335124196807848,3.619383621859145e-19,1.117547814412486e-06,0.05754105718027875,0.013712682348396777,1.3241677902667998e-18,0.0,0.029837724191278666,0.0,0.016290794076420034,0.0,0.0,3.589210454984913e-19,0.004260977263635852,0.0,0.0062004643253212016,0.0,0.0,0.0,0.0,0.06500341086695768,2.002164963171834e-18,0.008986050059419508,0.007313905837184125,0.0,1.315454005327448e-19,0.0,0.004334496110504868,0.0,1.196869392711846e-19,1.8273819246959677e-19,0.04993566144029463,0.0,4.9873299934333204e-18,0.0,0.031937973556044524,0.0148556309590085,1.285280838453216e-19,0.0,0.01697261330820762,0.028556325929337663,1.310615263110731e-18,0.0,0.008700241534301146,2.7149958896583607e-18,0.026249441736236667,0.07578377031340428,1.027462803260986e-19,0.01315733402751282,0.0,7.058337387711605e-19,0.0,0.0,1.6203858663389962e-19,0.025137434902487463,0.026180157117377274,0.03133272952047811,0.04133436285027522,,2.2768245622195593e-18,3.656973090765257e-19,0.0,,0.0,0.0,0.0,1.4609242647601809e-18,0.027267936624413604,0.0,0.0174690795838009,0.030080749912931824,1.6416300881866179e-18,0.011126934762568848,4.042900095486295e-19,0.0,0.0,0.01606404074227075,3.517739668188629e-19,1.332394664272534e-19,0.07546566609825113,8.566056033824259e-19,0.06831191473560487,0.008486799884435492
2024-11-15,1.0209299951497603e-18,0.02269904207900271,0.008492937019928976,0.0,0.0,5.133822024438898e-19,0.0,0.026980963389015008,0.0,0.0314266309247392,0.0,7.3971505666133245e-19,7.464913202393669e-19,0.0,4.2631286617724132e-19,0.0,3.504507160259483e-19,0.03717582304405112,0.015335124196807848,3.619383621859145e-19,1.117547814412486e-06,0.05754105718027875,0.013712682348396777,1.3241677902667998e-18,0.0,0.029837724191278666,0.0,0.016290794076420034,0.0,0.0,3.589210454984913e-19,0.004260977263635852,0.0,0.0062004643253212016,0.0,0.0,0.0,0.0,0.06500341086695768,2.002164963171834e-18,0.008986050059419508,0.007313905837184125,0.0,1.315454005327448e-19,0.0,0.004334496110504868,0.0,1.196869392711846e-19,1.8273819246959677e-19,0.04993566144029463,0.0,4.9873299934333204e-18,0.0,0.031937973556044524,0.0148556309590085,1.285280838453216e-19,0.0,0.01697261330820762,0.028556325929337663,1.310615263110731e-18,0.0,0.008700241534301146,2.7149958896583607e-18,0.026249441736236667,0.07578377031340428,1.027462803260986e-19,0.01315733402751282,0.0,7.058337387711605e-19,0.0,0.0,1.6203858663389962e-19,0.025137434902487463,0.026180157117377274,0.03133272952047811,0.04133436285027522,,2.2768245622195593e-18,3.656973090765257e-19,0.0,,0.0,0.0,0.0,1.4609242647601809e-18,0.027267936624413604,0.0,0.0174690795838009,0.030080749912931824,1.6416300881866179e-18,0.011126934762568848,4.042900095486295e-19,0.0,0.0,0.01606404074227075,3.517739668188629e-19,1.332394664272534e-19,0.07546566609825113,8.566056033824259e-19,0.06831191473560487,0.008486799884435492
2024-11-22,1.0209299951497603e-18,0.02269904207900271,0.008492937019928976,0.0,0.0,5.133822024438898e-19,0.0,0.026980963389015008,0.0,0.0314266309247392,0.0,7.3971505666133245e-19,7.464913202393669e-19,0.0,4.2631286617724132e-19,0.0,3.504507160259483e-19,0.03717582304405112,0.015335124196807848,3.619383621859145e-19,1.117547814412486e-06,0.05754105718027875,0.013712682348396777,1.3241677902667998e-18,0.0,0.029837724191278666,0.0,0.016290794076420034,0.0,0.0,3.589210454984913e-19,0.004260977263635852,0.0,0.0062004643253212016,0.0,0.0,0.0,0.0,0.06500341086695768,2.002164963171834e-18,0.008986050059419508,0.007313905837184125,0.0,1.315454005327448e-19,0.0,0.004334496110504868,0.0,1.196869392711846e-19,1.8273819246959677e-19,0.04993566144029463,0.0,4.9873299934333204e-18,0.0,0.031937973556044524,0.0148556309590085,1.285280838453216e-19,0.0,0.01697261330820762,0.028556325929337663,1.310615263110731e-18,0.0,0.008700241534301146,2.7149958896583607e-18,0.026249441736236667,0.07578377031340428,1.027462803260986e-19,0.01315733402751282,0.0,7.058337387711605e-19,0.0,0.0,1.6203858663389962e-19,0.025137434902487463,0.026180157117377274,0.03133272952047811,0.04133436285027522,,2.2768245622195593e-18,3.656973090765257e-19,0.0,,0.0,0.0,0.0,1.4609242647601809e-18,0.027267936624413604,0.0,0.0174690795838009,0.030080749912931824,1.6416300881866179e-18,0.011126934762568848,4.042900095486295e-19,0.0,0.0,0.01606404074227075,3.517739668188629e-19,1.332394664272534e-19,0.07546566609825113,8.566056033824259e-19,0.06831191473560487,0.008486799884435492
2024-11-29,0.0,0.01282336858744455,0.003211758440907356,4.786126700560727e-19,1.5643445945272833e-18,0.0,0.0,0.018546184126764363,0.0,0.036547743992792356,0.0,0.0,1.0493485625966687e-18,0.0,0.0,4.446062035279315e-21,0.0,0.0430255391829379,0.015603376167437961,0.0,0.0,0.06552567300769224,0.014929455990571227,0.0,9.124653814918893e-19,0.025727812868534945,0.0,0.01345242558773317,0.0,8.71807800023683e-19,0.0,0.0,4.3304473334595543e-19,8.673617379884035e-19,6.427727479146047e-19,0.0,1.6165803387416203e-19,0.0,0.06674036838189831,0.0,0.010770306329802864,0.00884540620798057,0.0,0.0,0.0,0.0,0.0,6.007572569023068e-19,0.0,0.056216671533835534,0.0,0.0,0.0,0.025015410695986187,0.005986324972446694,0.0,0.0,0.014477291866107123,0.028283484519341758,2.7719067105116407e-19,0.0,0.008216352177282591,0.0,0.03140502791051819,0.08361493380988584,0.0,0.014586493596776183,0.0,0.0,0.0,3.175120961689533e-19,0.0,0.02334437416603923,0.02446278556484267,0.028691293219431688,0.044358522728213425,,0.0,7.898496139365774e-20,0.0,,8.497849433950712e-19,0.0,0.0,0.0,0.028427384368797978,0.0,0.012872841046044562,0.03283616117348507,0.0,0.010066480147724079,0.0,0.0,1.001914717550428e-18,0.019872929242543937,0.0,0.0,0.08844541050004255,0.0,0.07603675701020908,0.007033650877947739
2024-12-06,0.0,0.01282336858744455,0.003211758440907356,4.786126700560727e-19,1.5643445945272833e-18,0.0,0.0,0.018546184126764363,0.0,0.036547743992792356,0.0,0.0,1.0493485625966687e-18,0.0,0.0,4.446062035279315e-21,0.0,0.0430255391829379,0.015603376167437961,0.0,0.0,0.06552567300769224,0.014929455990571227,0.0,9.124653814918893e-19,0.025727812868534945,0.0,0.01345242558773317,0.0,8.71807800023683e-19,0.0,0.0,4.3304473334595543e-19,8.673617379884035e-19,6.427727479146047e-19,0.0,1.6165803387416203e-19,0.0,0.06674036838189831,0.0,0.010770306329802864,0.00884540620798057,0.0,0.0,0.0,0.0,0.0,6.007572569023068e-19,0.0,0.056216671533835534,0.0,0.0,0.0,0.025015410695986187,0.005986324972446694,0.0,0.0,0.014477291866107123,0.028283484519341758,2.7719067105116407e-19,0.0,0.008216352177282591,0.0,0.03140502791051819,0.08361493380988584,0.0,0.014586493596776183,0.0,0.0,0.0,3.175120961689533e-19,0.0,0.02334437416603923,0.02446278556484267,0.028691293219431688,0.044358522728213425,,0.0,7.898496139365774e-20,0.0,,8.497849433950712e-19,0.0,0.0,0.0,0.028427384368797978,0.0,0.012872841046044562,0.03283616117348507,0.0,0.010066480147724079,0.0,0.0,1.001914717550428e-18,0.019872929242543937,0.0,0.0,0.08844541050004255,0.0,0.07603675701020908,0.007033650877947739
2024-12-13,0.0,0.01282336858744455,0.003211758440907356,4.786126700560727e-19,1.5643445945272833e-18,0.0,0.0,0.018546184126764363,0.0,0.036547743992792356,0.0,0.0,1.0493485625966687e-18,0.0,0.0,4.446062035279315e-21,0.0,0.0430255391829379,0.015603376167437961,0.0,0.0,0.06552567300769224,0.014929455990571227,0.0,9.124653814918893e-19,0.025727812868534945,0.0,0.01345242558773317,0.0,8.71807800023683e-19,0.0,0.0,4.3304473334595543e-19,8.673617379884035e-19,6.427727479146047e-19,0.0,1.6165803387416203e-19,0.0,0.06674036838189831,0.0,0.010770306329802864,0.00884540620798057,0.0,0.0,0.0,0.0,0.0,6.007572569023068e-19,0.0,0.056216671533835534,0.0,0.0,0.0,0.025015410695986187,0.005986324972446694,0.0,0.0,0.014477291866107123,0.028283484519341758,2.7719067105116407e-19,0.0,0.008216352177282591,0.0,0.03140502791051819,0.08361493380988584,0.0,0.014586493596776183,0.0,0.0,0.0,3.175120961689533e-19,0.0,0.02334437416603923,0.02446278556484267,0.028691293219431688,0.044358522728213425,,0.0,7.898496139365774e-20,0.0,,8.497849433950712e-19,0.0,0.0,0.0,0.028427384368797978,0.0,0.012872841046044562,0.03283616117348507,0.0,0.010066480147724079,0.0,0.0,1.001914717550428e-18,0.019872929242543937,0.0,0.0,0.08844541050004255,0.0,0.07603675701020908,0.007033650877947739
2024-12-20,0.0,0.01282336858744455,0.003211758440907356,4.786126700560727e-19,1.5643445945272833e-18,0.0,0.0,0.018546184126764363,0.0,0.036547743992792356,0.0,0.0,1.0493485625966687e-18,0.0,0.0,4.446062035279315e-21,0.0,0.0430255391829379,0.015603376167437961,0.0,0.0,0.06552567300769224,0.014929455990571227,0.0,9.124653814918893e-19,0.025727812868534945,0.0,0.01345242558773317,0.0,8.71807800023683e-19,0.0,0.0,4.3304473334595543e-19,8.673617379884035e-19,6.427727479146047e-19,0.0,1.6165803387416203e-19,0.0,0.06674036838189831,0.0,0.010770306329802864,0.00884540620798057,0.0,0.0,0.0,0.0,0.0,6.007572569023068e-19,0.0,0.056216671533835534,0.0,0.0,0.0,0.025015410695986187,0.005986324972446694,0.0,0.0,0.014477291866107123,0.028283484519341758,2.7719067105116407e-19,0.0,0.008216352177282591,0.0,0.03140502791051819,0.08361493380988584,0.0,0.014586493596776183,0.0,0.0,0.0,3.175120961689533e-19,0.0,0.02334437416603923,0.02446278556484267,0.028691293219431688,0.044358522728213425,,0.0,7.898496139365774e-20,0.0,,8.497849433950712e-19,0.0,0.0,0.0,0.028427384368797978,0.0,0.012872841046044562,0.03283616117348507,0.0,0.010066480147724079,0.0,0.0,1.001914717550428e-18,0.019872929242543937,0.0,0.0,0.08844541050004255,0.0,0.07603675701020908,0.007033650877947739
2024-12-27,4.553649124439119e-18,0.02570511765619795,0.01631397271271528,0.0,6.175740938208981e-19,1.1037041863286973e-18,0.0,0.029742593053270892,9.123415594653946e-19,0.023946719874038347,0.0,0.0,1.4492936288084518e-18,0.0,0.0,0.0,0.0,0.03864616012388552,0.016331607500218795,0.0,0.0013146776260523304,0.04799095972007473,0.016648300754963992,0.0,2.4844347095693764e-18,0.026714795788885446,2.561354898106896e-21,0.02037197594514553,8.890457814381136e-18,6.819485978122251e-19,0.0,0.006993935509068808,0.0,0.010933807648999882,4.041217911128145e-19,2.4149111886783544e-18,9.69939799878687e-19,0.0,0.05528425912902741,0.0,0.01365934290683373,0.012640662582718076,0.0,0.0,2.363424483402938e-19,0.0066912031929708266,0.0,0.0,0.0,0.04482101716829406,0.0,0.0072932634872440935,8.611185419178192e-19,0.030586265047954697,0.015398911478200179,0.0,6.514554117110702e-19,0.016306045552384737,0.02769643074594705,5.747965580067682e-18,0.0,0.008271722022239525,0.005270926544466103,0.02646312770896556,0.05929300484074611,0.0,0.016360620036792683,1.891511646491366e-18,0.005571091348822144,0.0,0.0,0.0,0.020998612283383608,0.02621955039313653,0.034035829712485026,0.03734533327220968,,0.01362607333023892,0.0,9.699397998786872e-19,,0.0,8.733112246755276e-19,5.289165403255403e-05,7.700400243266722e-19,0.027889426939678344,0.0034677672526006505,0.020059315958707632,0.02931921503251484,6.666351855454783e-19,0.012538732168797233,5.954844179761171e-19,1.4659000662573897e-18,1.0173736449249278e-18,0.018878069221037495,0.0,6.613633252161577e-18,0.05888876973659211,0.0,0.05471899014552708,0.008698905191933852
2025-01-03,4.553649124439119e-18,0.02570511765619795,0.01631397271271528,0.0,6.175740938208981e-19,1.1037041863286973e-18,0.0,0.029742593053270892,9.123415594653946e-19,0.023946719874038347,0.0,0.0,1.4492936288084518e-18,0.0,0.0,0.0,0.0,0.03864616012388552,0.016331607500218795,0.0,0.0013146776260523304,0.04799095972007473,0.016648300754963992,0.0,2.4844347095693764e-18,0.026714795788885446,2.561354898106896e-21,0.02037197594514553,8.890457814381136e-18,6.819485978122251e-19,0.0,0.006993935509068808,0.0,0.010933807648999882,4.041217911128145e-19,2.4149111886783544e-18,9.69939799878687e-19,0.0,0.05528425912902741,0.0,0.01365934290683373,0.012640662582718076,0.0,0.0,2.363424483402938e-19,0.0066912031929708266,0.0,0.0,0.0,0.04482101716829406,0.0,0.0072932634872440935,8.611185419178192e-19,0.030586265047954697,0.015398911478200179,0.0,6.514554117110702e-19,0.016306045552384737,0.02769643074594705,5.747965580067682e-18,0.0,0.008271722022239525,0.005270926544466103,0.02646312770896556,0.05929300484074611,0.0,0.016360620036792683,1.891511646491366e-18,0.005571091348822144,0.0,0.0,0.0,0.020998612283383608,0.02621955039313653,0.034035829712485026,0.03734533327220968,,0.01362607333023892,0.0,9.699397998786872e-19,,0.0,8.733112246755276e-19,5.289165403255403e-05,7.700400243266722e-19,0.027889426939678344,0.0034677672526006505,0.020059315958707632,0.02931921503251484,6.666351855454783e-19,0.012538732168797233,5.954844179761171e-19,1.4659000662573897e-18,1.0173736449249278e-18,0.018878069221037495,0.0,6.613633252161577e-18,0.05888876973659211,0.0,0.05471899014552708,0.008698905191933852
2025-01-10,4.553649124439119e-18,0.02570511765619795,0.01631397271271528,0.0,6.175740938208981e-19,1.1037041863286973e-18,0.0,0.029742593053270892,9.123415594653946e-19,0.023946719874038347,0.0,0.0,1.4492936288084518e-18,0.0,0.0,0.0,0.0,0.03864616012388552,0.016331607500218795,0.0,0.0013146776260523304,0.04799095972007473,0.016648300754963992,0.0,2.4844347095693764e-18,0.026714795788885446,2.561354898106896e-21,0.02037197594514553,8.890457814381136e-18,6.819485978122251e-19,0.0,0.006993935509068808,0.0,0.010933807648999882,4.041217911128145e-19,2.4149111886783544e-18,9.69939799878687e-19,0.0,0.05528425912902741,0.0,0.01365934290683373,0.012640662582718076,0.0,0.0,2.363424483402938e-19,0.0066912031929708266,0.0,0.0,0.0,0.04482101716829406,0.0,0.0072932634872440935,8.611185419178192e-19,0.030586265047954697,0.015398911478200179,0.0,6.514554117110702e-19,0.016306045552384737,0.02769643074594705,5.747965580067682e-18,0.0,0.008271722022239525,0.005270926544466103,0.02646312770896556,0.05929300484074611,0.0,0.016360620036792683,1.891511646491366e-18,0.005571091348822144,0.0,0.0,0.0,0.020998612283383608,0.02621955039313653,0.034035829712485026,0.03734533327220968,,0.01362607333023892,0.0,9.699397998786872e-19,,0.0,8.733112246755276e-19,5.289165403255403e-05,7.700400243266722e-19,0.027889426939678344,0.0034677672526006505,0.020059315958707632,0.02931921503251484,6.666351855454783e-19,0.012538732168797233,5.954844179761171e-19,1.4659000662573897e-18,1.0173736449249278e-18,0.018878069221037495,0.0,6.613633252161577e-18,0.05888876973659211,0.0,0.05471899014552708,0.008698905191933852
